graph_type,n,seed,original_node_count,original_edge_count,original_density,sampling_method,sampling_rate,sampled_node_count,sampled_edge_count,pagerank_runtime_full_sec,pagerank_runtime_sampled_sec,connected_components_runtime_full_sec,connected_components_runtime_sampled_sec,pagerank_top10_overlap_count,pagerank_top10_overlap_pct,edge_retention_pct,density_change_pct,connected_component_count_diff,pagerank_runtime_saved_pct,cc_runtime_saved_pct,full_connected_component_count,sampled_connected_component_count
barabasi_albert,5000,1336,5000,19984,0.0015990398079615924,random_walk,0.75,3750,14244,0.0390152920000002,0.03316233299999993,0.0015092500000002396,0.0009308749999998867,10,100.0,71.27702161729384,26.723154997724503,0,15.00170497250216,38.32201424550347,1,1
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_edge,0.25,871,989,0.20889066600000006,0.0020149579999999556,0.0005319999999999769,0.00020004200000001138,2,20.0,25.0063211125158,-67.03311718410167,29,99.03540065308617,62.398120300748104,1,30
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_edge,0.5,981,1978,0.20889066600000006,0.0023050000000000015,0.0005319999999999769,0.0002510000000000012,4,40.0,50.0126422250316,-48.03030062742457,0,98.89655194071716,52.81954887217818,1,1
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_edge,0.75,999,2966,0.20889066600000006,0.006203417000000044,0.0005319999999999769,0.0008652080000000062,6,60.0,74.9936788874842,-24.85603317887356,0,97.03030436027235,-62.633082706775134,1,1
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_node,0.25,250,241,0.20889066600000006,0.0013641249999999383,0.0005319999999999769,7.908300000003532e-05,2,20.0,6.0935524652338815,-2.209495377210501,45,99.34696699181383,85.13477443608294,1,46
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_node,0.5,500,976,0.20889066600000006,0.0017960830000000039,0.0005319999999999769,0.00014166699999995647,2,20.0,24.67762326169406,-1.1905986435576617,7,99.14018034678486,73.37086466166116,1,8
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_node,0.75,750,2264,0.20889066600000006,0.002693791000000001,0.0005319999999999769,0.00025683300000001186,2,20.0,57.24399494310999,1.801069778668217,2,98.71043017307437,51.72312030074756,1,3
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_walk,0.25,250,446,0.20889066600000006,0.001749707999999961,0.0005319999999999769,7.554200000003952e-05,1,10.0,11.276864728192162,80.97329901146938,0,99.16238095578672,85.80037593984157,1,1
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_walk,0.5,500,1357,0.20889066600000006,0.026787999999999923,0.0005319999999999769,0.00016275000000010031,3,30.0,34.310998735777495,37.38151397611909,0,87.1760665457403,69.40789473682192,1,1
erdos_renyi,1000,1234,1000,3955,0.007917917917917919,random_walk,0.75,750,2524,0.20889066600000006,0.0025200829999999508,0.0005319999999999769,0.00021158300000001518,5,50.0,63.817951959544885,13.492005353956971,0,98.7935875507238,60.22875939849166,1,1
erdos_renyi,3000,1235,3000,12174,0.0027062354118039347,random_edge,0.25,2623,3044,0.00938949999999994,0.004924667000000049,0.0009765000000001578,0.000756959000000057,1,10.0,25.004107113520618,-67.29018459593564,82,47.55133926194067,22.48243727599235,3,85
erdos_renyi,3000,1235,3000,12174,0.0027062354118039347,random_edge,0.5,2953,6087,0.00938949999999994,0.006651291000000059,0.0009765000000001578,0.0008890420000000621,4,40.0,50.0,-48.3954583873641,-2,29.162458064858598,8.95627240144205,3,1
erdos_renyi,3000,1235,3000,12174,0.0027062354118039347,random_edge,0.75,2995,9130,0.00938949999999994,0.029951749999999944,0.0009765000000001578,0.0009975829999999686,5,50.0,74.99589288647938,-24.753452559023994,-2,-218.9919591032551,-2.159037378372491,3,1
erdos_renyi,3000,1235,3000,12174,0.0027062354118039347,random_node,0.25,750,783,0.00938949999999994,0.0017988339999999159,0.0009765000000001578,0.00019762499999997907,0,0.0,6.431739773287333,3.0108816026099494,104,80.84206826774665,79.76190476191017,3,107
